case_num,publication_num,decision_date,court_provided_header,court_provided_keywords,court_provided_class,legal_area,applicant_names,applicant_class,respondent_names,respondent_class
B 269-84,NJA 1984 s. 918,1984-12-27,Tillämpning av bestämmelserna i andra och tredje meningen av 51 kap 25 § RB.,"Brottspåföljd,Reformatioinpejus",B,"8,18",åklagaren,Oa,"C.Å.,M.B.","Pm,Pm"
B 344-84,NJA 1985 s. 226,1985-03-01,En företrädare för ett kommunalt bostadsföretag har nekat en zigenare att hyra en lägenhet i ett visst bostadsområde. Fråga om olaga diskriminering. 16 kap 9 § BrB.,"Olagadiskriminering,Hyra,Bostadsföretag",B,8,åklagaren,Oa,G.W.,Px
B 448-84,NJA 1985 s. 796,1985-12-13,Åtalspreskription av ett stöldbrott har i princip ansetts skola omfatta också senare av gärningsmannen företagna hälerigärningar beträffande stöldgodset.,"Preskription,Åtalspreskription,Stöld,Häleri",B,"18,8",åklagaren,Oa,"R.E.,J.H.","Px,Px"
B 450-84,NJA 1985 s. 747,1985-12-02,En åkare som har utfört transporter åt ett transportföretag har från företagets kunder mottagit lastpallar som han sedan underlåtit att redovisa till företaget. Fråga har uppkommit om han fått hand om pallarna under sådana omständigheter att förutsättningarna för förskingringsbrott enligt 10 kap 1 § BrB är uppfyllda.,"Transport,Redovisning,Lastpallar,Förskingring",B,8,"åklagaren,ASG Aktiebolag","Oa,Cs",J.K.,Pm
B 473-84,NJA 1985 s. 502,1985-06-27,Fråga om oriktig myndighetsutövning har medfört förfång som ej är ringa. 20 kap 1 § BrB.,"Myndighetsutövning,Förfång",B,"8,1",åklagaren,Oa,"E.N.,I.N.","Px,Px"
B 518-84,NJA 1986 s. 35,1986-01-23,Fråga om lotteri var att anse som anordnat för allmänheten eller jämställt med sådant lotteri. 1 och 8 §§ lotteriförordningen (1939:207); jfr nu 4 § lotterilagen (1982:1011).,"Lotteri,Förening",B,8,åklagaren,Oa,M.W.,Pm
B 524-79,NJA 1981 s. 346,1981-02-25,Fråga huruvida HovR ägt avgöra mål utan huvudförhandling. 35 kap 13 § 2 st och 51 kap 21 § 2 st RB.,"Huvudförhandling,Trafikbrott,Omförhör,Vittne",B,18,åklagaren,Oa,Å.K.,Pm
B 559-84,NJA 1985 s. 444,1985-06-07,En serie stölder och hälerier har bedömts som grova brott på grund av att gärningsmannen därigenom deltog i systematisk brottslig verksamhet av allvarlig art. Undantag har dock gjorts för två häleribrott som begicks avsevärd tid före de andra brotten och inte framstod som led i den systematiska brottsligheten.,"Stöld,Häleri,Grovstöld,Grovthäleri",B,8,åklagaren,Oa,"L.M.,H.P.,I.O.","Pm,Px,Px"
B 580-84,NJA 1985 s. 477,1985-06-27,"Föreståndaren för ett servicehus medverkade till att en i huset boende person upprättade testamente till hennes förmån och mottog den testamenterade egendomen, sedan testator avlidit. Mutbrott har ansetts föreligga.","Testamente,Föreståndare,Servicehus,Mutbrott",B,8,åklagaren,Oa,I.W.,Pw
B 612-84,NJA 1985 s. 788,1985-12-11,Fråga om ansvar enligt lagen (1969:612) om förbud mot professionell boxning för deltagande i s k sparringträning.,"Boxning,Träning",B,8,åklagaren,Oa,A.E.,Pm
B 622-84,NJA 1984 s. 898,1984-12-14,Val av påföljd för våld mot tjänsteman.,"Brottspåföljd,Våldmottjänsteman",B,8,åklagaren,Oa,M.F.,Pm
B 623-84,NJA 1984 s. 928,1984-12-27,Fråga om straffmätning för rattfylleribrott begånget i Danmark. Tillika fråga om jämkning av återbetalningsskyldighet för försvararkostnaden i HD.,"Straffmätning,Brottspåföljd,",B,8,åklagaren,Oa,M.D.,Pm
B 646-84,NJA 1984 s. 922,1984-12-27,"Tre ynglingar, som har färdats i bil, har gjort sig skyldiga till misshandel av fotgängare. Fråga huruvida bilens förare på grund av sin åtgärd att stanna bilen skall fällas till ansvar för medhjälp till misshandeln. Dessutom fråga huruvida en annan yngling, som följt med i bilen, har gjort sig skyldig till s k psykisk medhjälp.","Bilförare,Misshandel,Medhjälp",B,8,åklagaren,Oa,"M.L.,A.W.,L.K.,A.H,R.J.","Pm,Pm,Pm,Pm,Pm"
B 655-79,NJA 1981 s. 452,1981-04-01,Fråga om förverkande hos företrädare (verkställande direktör) för aktiebolag. 36 kap 4 § BrB och 18 § lagen (1973:329) om hälso- och miljöfarliga varor.,"Förverkande,Verkställandedirektör,Aktiebolag,",B,"7,23,11",åklagaren,Oa,H.E.,Px
B 671-79,NJA 1981 s. 864,1981-09-11,"Omfattningen av begreppet ""område där avdelning av krigsmakten befann sig"". 2 kap 3 § 2 BrB.","FN-tjänst,Militärtområde,Vårdslöshetitrafik",B,"8,5",åklagaren,Oa,"R.K.,I.S.","Pm,Pm"
B 756-84,NJA 1985 s. 668,1985-10-23,Fråga huruvida luftfart utövats i förvärvssyfte. 7 kap 1 § 2 st luftfartslagen (1957:297).,"Luftfart,Förvärvssyfte",B,24,åklagaren,Oa,N.D.,Pm
B 799-84,NJA 1985 s. 715,1985-11-21,"Enligt beslut av länsstyrelse hade postverket beviljats viss dispens från lokala trafikföreskrifter inom länet. Fråga om ansvar för överträdelse av trafikföreskrift (förbud att svänga), som omfattades av dispensbeslutet, när ett för dispensen gällande villkor inte iakttagits, nämligen att kopia av dispensbeslutet skulle medföras i fordonet.","Lokaltrafikföreskrift,Dispens,Länsstyrelse,",B,8,åklagaren,Oa,M.B.,Pm
B 839-84,NJA 1986 s. 469,1986-09-10,En bilist som vid omkörning delvis har använt det motsatta körfältet och därvid mött andra bilar har ansetts ha brutit mot 49 § 1 st vägtrafikkungörelsen.,"Bilist,Omkörning",B,8,åklagaren,Oa,P.Z.,Px
B 851-84,NJA 1984 s. 751,1984-11-05,"Tillgrepp av fortskaffningsmedel. Gärningsmannen har klättrat över ett nätstängsel kring en industritomt, tillgripit en personbil värd närmare 100 000 kr och fört ut den genom att forcera stängslet, med skador på bilen som följd. Brottet har vid en allsidig bedömning av samtliga omständigheter ansetts inte böra betecknas som grovt.","Tillgreppavfortskaffningsmedel,Grovtbrott,",B,8,åklagaren,Oa,Å.G.,Pm
B 889-79,NJA 1981 s. 390,1981-03-05,Den som fått del av föreläggande enligt 93 § 1 st fordonskungörelsen (1972:595) att styrka att brister på fordon avhjälpts kan inte genom försäljning av fordonet befria sig från skyldighet att iakttaga föreläggandet.,"Föreläggande,Brist,Försäljning,Bil",B,24,åklagaren,Oa,U.N.,Pm
B 923-84,NJA 1985 s. 475,1985-06-26,"När det vid vägran att fullgöra viss vapenfri tjänst inte kommer i fråga att välja en inte frihetsberövande påföljd, har fjorton dagars fängelse ansetts vara en i flertalet fall tillräcklig påföljd.","Vapenvägran,Vapenfritjänst,Brottspåföljd",B,8,åklagaren,Oa,P.J.,Pm
B 964-79,NJA 1981 s. 807,1981-06-12,"Sedan tilltalad fullföljt talan till HovR:n med yrkande om frikännande från ansvar för medhjälp till stöld, har HovR:n utan hans begäran förordnat offentlig försvarare för honom. Vid målets avgörande i HovR:n har den tilltalade förpliktats. att till statsverket återbetala försvararkostnad. Yrkande i HD om befrielse från sådan återbetalningsskyldighet har lämnats utan bifall, då det ansetts befogat att i HovR:n förordna försvarare. 21 kap 3 § 3 st och 31 kap 1 § RB.","Offentligförsvarare,Återbetalningsskyldighet,",B,"18,8",åklagaren,Oa,P.O.,Px
T 10-84,NJA 1985 s. 561,1985-09-04,Sedan skadestånd för sveda och värk samt lyte och men utdömts enligt lagen (1922:382) angående ansvarighet för skada i följd av luftfart väcker den skadelidande mer än två år efter skadans uppkomst talan om ersättning för av skadan orsakad inkomstförlust Då förbehåll om rätt att föra talan om ytterligare ersättning inte gjorts i det föregående målet har denna talan ansetts preskriberad enligt 6 § nämnda lag.,"Skadestånd,Svedaochvärk,Lyteochmen,",T,"23,18",M.W.,Pw,staten genom försvarets civilförvaltning,Os
T 103-84,NJA 1985 s. 696,1985-11-13,Skadestånd har yrkats sedan en försäkringskassa har lämnat felaktigt besked angående en försäkrads rätt till föräldrapenning (I) och en kommun har lämnat friaktigt besked om en fastighets anslutning till det kommunala avloppsnätet (II). I målen har rövats om de felaktiga beskeden har haft sådant samband med försäkringskassans resp kommunens myndighetsutövning att det har varit fråga om fel eller försummelse vid myndighetsutövning enligt 3 kap 2 § skadeståndslagen. Dessutom fråga om tillämpning av standardregeln i 3 kap 3 § skadeståndslagen (I).,"Skadestånd,Försäkringskassa,Föräldrapenning,",T,23,"M.D.,B.K.,U.N.","Pw,Px,Px","staten genom Justitiekanslern,Sundsvalls kommun","Os,Om"
T 120-79,NJA 1981 s. 675,1981-05-25,I mål om ersättning enligt 12 kap 57 § JB för förlust vid upphörande av hyresrätt till annan lägenhet än bostadslägenhet har annan uppsägningsanledning än sådan som angivits i uppsägningshandlingen ansetts ej kunna upptas till prövning. 12 kap 58 § 1 och 2 st JB.,"Hyresrätt,Ersättning,Uppsägning",T,19,Aktiebolaget A.H.,Cs,E.M.,Pm
T 120-84,NJA 1985 s. 39,1985-01-09,"En bostadsrättsförening har placerat ut TV-mottagare i sina lägenheter, som har varit avsedda att disponeras av medlemmarna under kortare tidsperioder. Föreningen har bedömts vara innehavare till mottagarna i den mening som avses i lagen (1978:478) om avgift för innehav av TV-mottagare. Föreningens innehav har emellertid inte ansetts leda till avgift för varje mottagare.","Bostadsrättsförening,TV-mottagare,Innehavare,",T,19,Televerket,Oa,BRF Capri,Cs
T 121-79,NJA 1982 s. 691,1982-11-02,"Vid överlåtelse av tomträtt angavs i köpekontrakt att köpeskillingen skulle motsvara det högsta försäljningspris statlig långivande myndighet fastställde och upptogs såsom preliminärt beräknat pris visst belopp samt föreskrevs bl a att, sedan försäljningspriset fastställts och köparen fullgjort betalningarna enligt avtalet, köpebrev skulle upprättas. Innan försäljningspriset blivit å angivet sätt bestämt, utfärdade säljaren köpebrev, som undertecknades av säljaren och köparen och vari köpeskillingen angavs till det i köpekontraktet preliminärt beräknade priset. Säljaren, som var medveten om att den angivna köpeskillingen inte motsvarade vad som förutsatts enligt köpekontraktet, krävde härefter under hänvisning till kontraktet betalning enligt ett högre pris. Köpebrevet ansågs, vid det förhållandet att köparen ej insett att köpebrevet upptog oriktig köpeskilling, gällande mot säljaren enligt sin lydelse.","Tomträtt,Överlåtelse,Köpeskilling,Köpebrev",T,19,Riksbyggen ,Es,C.E.E. ,Pm
T 126-84,NJA 1986 s. 193,1986-04-03,Fråga om jämkning jämlikt 6 kap 2 § skadeståndslagen av skadestånd på grund av uppsåtligt brott.,"Mordbrand,Stöld,Jämkning,Uppsåtligtbrott,",T,23,Blekinge Länsförsäkringsbolag,Cs,"T.M.,W.F.","Pm,Px"
T 129-84,NJA 1986 s. 3,1986-01-08,"Fråga i mål om försäkringsersättning på grund av motorfordonsförsäkring, tecknad av konsument, om bevisbörda och beviskrav för att en försvunnen bil blivit stulen och därför omfattas av försäkringens stöldmoment, när försäkringsbolaget invänder att bilen förskingrats av person hos vilken den förvarats.","Stöld,Bil,Försäkringsersättning",T,23,B.N.,Pm,Försäkringsaktiebolaget Skandia,Cs
T 133-79,NJA 1981 s. 562,1981-04-23,"Enligt ett avbetalningskontrakt mellan ett inredningsföretag, A, och ett restaurangföretag, B, åtog sig A att till B leverera samtliga inredningsdetaljer och inventarier till en restaurang och att svara för all projektering och ombesörja alla installationer och inredningsarbeten i restaurangen. Till säkerhet för B:s betalningsförpliktelser enligt kontraktet gällde enligt detta ett äganderättsförbehåll till förmån för A med avseende på all den genom kontraktet försålda egendomen. Innan betalningarna fullgjorts kom B på obestånd. Med A:s medgivande överlät B rörelsen till ett tredje företag, C, mot att C erlade ett visst kontantbelopp och övertog betalningsansvaret för B:s kvarstående skuld enligt avbetalningskontraktet. Övertagandet skedde genom en på kontraktet tecknad särskild överenskommelse mellan A, B och C. Sedan B försatts i konkurs har i mål mellan B:s konkursbo och A om återvinning med anledning av avtalen mellan A, B och C ansetts att A genom avtalen tillförts likvid för sin fordran på B och därvid, till den del likviden överstigit det s k återtagningsvärdet av den egendom som omfattades av äganderättsförbehållet, på ett otillbörligt sätt gynnats framför B:s övriga borgenärer. De rättshandlingar mellan A och B varigenom A således tillförts likvid för sin fordran på B har med stöd av 30 § konkurslagen förklarats skola gå åter till den del likviden avsett ett fordringsbelopp överstigande nyssnämnda värde.","Avbetalningskontrakt,Äganderättsförbehåll,",T,10,GAD Restaurant AB:s konkursbo,Xs,NK Inredning-Juno AB,Cs
T 133-84,NJA 1985 s. 338,1985-04-10,"Fråga om tillämpning av 13 kap 5 § 1 st RB på dispositiv talan som handlagts i samma rättegång som en grundläggande indispositiv talan, s k blandat mål.","Dispositivtalan,Indispositivtalan",T,"18,12",T.G.H,Pw,N.H,Pm
T 143-84,NJA 1986 s. 136,1986-03-25,"Avtal, varigenom fastighetsägare förklarat sig sälja rätt att på fastigheten avverka skog av viss omfattning under en tid av ungefär 20 månader, har bedömts som upplåtelse av nyttjanderätt enligt 7 kap 3 § JB. De grundsatser rörande stoppningsrätt som i fråga om köp av lös egendom kommit till uttryck i 39-41 §§ köplagen har ansetts tillämpliga på upplåtelsen.","Skogsavverkning,Fastighetsägare,Köpavlös",T,10,O.J.,Px,Vänerskog ek. för. (konkursboet),Cs
T 153-84,NJA 1985 s. 836,1985-12-04,"Sedan A erlagt betalning till B för en faktura, som betalats av annan, och B kort därefter försatts i konkurs, kräver A det erlagda beloppet åter och åberopar lagen (1944:181) om redovisningsmedel till stöd för anspråk på separationsrätt i konkursen. Fråga huruvida dröjsmål med beloppets avskiljande har förelegat vid konkursutbrottet.","Betalning,Konkurs,Separationsrätt",T,10,Saléninvest Aktiebolag,Cs,Aktiebolaget Olje-Energis konkursbo,Xs
T 159-84,NJA 1986 s. 495,1986-09-26,"Sedan en kommun hade lämnat tomträttshavare en skriftligt förslag till ändring av tomträttsavgälden, tillställde tomträttshavarna kommunen ett skriftligt förslag som innebar en halvering av den av kommunen föreslagna avgälden. Kommunen undertecknade av misstag detta senare förslag. Fråga om en för kommunen bindande avtal om ändring av tomträttsavgälden hade ingåtts (32 § 1 st avtalslagen).","Tomträttsavgäld,Kommun,Misstag,Avtal",T,6,Stockholms kommun,Om,"L.L.,I.L.","Pm,Pw"
T 166-84,NJA 1985 s. 673,1985-10-29,Fråga om jämkning av trafikförsäkringsavgift. 31 § 4 st trafikskadelagen (1975:1410).,"Trafikförsäkring,Avgift,Jämkning",T,23,Trafikförsäkringsföreningen ,Es,B.O.,Pm
T 183-84,NJA 1985 s. 352,1985-04-12,"När köpeskilling för fastighet blivit nedsatt på grund av att fastigheten avvikit från vad köparen med hänsyn till omständigheterna haft anledning räkna med vid köpet har säljaren, oavsett att han varit i god tro, ansetts skyldig att utge s k avkastningsränta på belopp som han till följd av nedsättningen haft att återbära. 2 § 2 st räntelagen (1975:635).","Köpeskilling,Godtro,Avkastningsränta",T,"19,6","G.I,K,I","Px,Px","B.B,N,B","Px,Px"
T 191-84,NJA 1986 s. 409,1986-07-22,Sonen i en familj pantförskrev sina jaktvapen till modern. Fråga huruvida sådan ändring skett i den tidigare besittningen till vapnen att en giltig handpanträtt uppkommit.,"Pantförskrivning,Besittning,Handpanträtt",T,"6,10",G.G.,Pw,"staten genom Justitiekanslern,S.G.","Os,Pm"
T 195-79,NJA 1981 s. 1117,1981-11-17,Bestämmelserna i 1944 års aktiebolagslag 86 och 92 §§ (jfr 1975 års aktiebolagslag 8 kap 10 §) om jäv för styrelseledamot vid handläggning av fråga om avtal mellan styrelseledamoten och bolaget och vid slutande av sådant avtal har ansetts ej tillämpliga på styrelseledamot som var ensam ägare av alla aktier i bolaget.,"Styrelseledamot,Jäv,Avtal",T,7,konkursbo,Cs,Credo,Cs
T 2-84,NJA 1985 s. 3,1985-01-03,Fråga om skyldighet att utge varselavgift enligt 17 § lagen (1974:13) om vissa anställningsfrämjande åtgärder.,Varselavgift,T,15,Arbetsmarknadsstyrelsen (AMS),Oa,Skanska AB,Cs
T 200-79,NJA 1983 s. 118,1983-02-18,En lantmannaförening har till en travtränare sålt foder som orsakat botulinförgiftning hos en häst som tränaren omhänderhade för annan. Hästens ägare har ansetts inte kunna på garantiansvar eller strikt produktansvar grunda rätt till ersättning av föreningen för liden skada.,"Foder,Förgiftning,Häst,Produktansvar,",T,"6,23",L.W.,Pm,Västsvenska Lantmän förening,Cs
T 206-79,NJA 1981 s. 400,1981-03-11,Fackman i byggnadsbranschen har ej ansetts äga vid försäljning av fastighet till enskild konsument genom en allmän friskrivning frånsäga sig ansvar för dolda konstruktionsfel av allvarlig art i ett byggnadsarbete som han själv har utfört på fastigheten.,"Friskrivning,Konsument,Byggnadsarbete",T,19,"H.C.,U.C.","Pm,Pw",A.N.,Pm
T 209-79,NJA 1981 s. 534,1981-04-15,Fråga om återvinning enligt 35 § konkurslagen och om jämkning enligt 40 § samma lag.,"Återvinning,Konkurs,Jämkning",T,"10,6",Centrumrör R.L AB i konkurs,Cs,"K.H.L., K.W.,B.L.","Pm,Pm,Pm"
T 212-84,NJA 1987 s. 253,1987-04-10,Sedan ett aktiebolag försatts i konkurs har en bank på konkursförvaltarens begäran överfört vissa bolagets fordringar hos banken till ett konto i konkursboets namn. Denna åtgärd har inte ansetts hindra banken att kvitta fordringar som banken hade hos bolaget mot bolagets nyss angivna fordringar.,"Aktiebolag,Konkurs,Bank,Kvittning",T,"10,6,7",AB Malaga i konkurs,Cs,Skandinaviska Enskilda Banken,Cs
T 214-79,NJA 1981 s. 848,1981-07-23,"Vid försäljning av fastighet åtog sig säljaren att underhålla utfartsväg från fastigheten till allmän väg. Sedan vägförening enligt 1939 års lag om enskilda vägar bildats och övertagit väghållningen beträffande bl a utfartsvägen yrkade köparen, med hänvisning till de vägavgifter han fått erlägga till föreningen, ersättning av säljaren med motsvarande belopp. Ehuru vägavgifterna som sådana ej ansetts kunna innefattas i säljarens kostnadsåtagande, har köparens talan bifallits då det yrkade beloppet funnits motsvara en rimlig kostnad för vägunderhållet och ej visats överstiga vad underhållet skulle ha kostat säljaren, om väghållningen ej övertagits av vägföreningen.","Vägunderhåll,Allmänväg,Vägförening,",T,"19,6",V.E.,Pm,Almedahls aktiebolag,Cs
